,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM),구매자지역(BUYER_AREA),구매자_시도명(B_SIDO_NM),구매자_시군구명(B_SIGNGU_NM),구매자_읍면동명(B_EMD_NM)
1457,201909,2,3,4,2,1,28000,28185.0,인천광역시,연수구,,,,G,교통,11680545.0,서울특별시,강남구,압구정동
1458,201901,2,2,3,2,31,13000,11560610.0,서울특별시,영등포구,양평제1동,,,L,기타 상품 및 서비스,11230536.0,서울특별시,동대문구,용신동
1459,201903,2,2,4,3,1,1191000,11380530.0,서울특별시,은평구,불광제2동,,,A,식료품 및 비주류음료,11440710.0,서울특별시,마포구,연남동
1460,201806,1,3,5,1,2,61000,11410660.0,서울특별시,서대문구,홍은제1동,,,I,오락 및 문화,11545630.0,서울특별시,금천구,독산제3동
1461,201806,1,4,3,1,11,8000,41250.0,경기도,동두천시,,,,B,주류 및 담배,11710580.0,서울특별시,송파구,송파1동
1462,201907,1,3,5,1,20,2000,11170690.0,서울특별시,용산구,서빙고동,,,G,교통,11530760.0,서울특별시,구로구,개봉제3동
1463,201903,2,3,3,1,3,3000,11470540.0,서울특별시,양천구,목4동,,,B,주류 및 담배,11650651.0,서울특별시,서초구,양재1동
1464,201805,1,3,5,5,6,539000,11230560.0,서울특별시,동대문구,전농제1동,,,A,식료품 및 비주류음료,11230545.0,서울특별시,동대문구,제기동
1465,201811,2,4,3,28,1,109000,11200560.0,서울특별시,성동구,행당제1동,,,E,가정용품 및 가사 서비스,11260620.0,서울특별시,중랑구,묵제1동
1466,201805,1,5,5,13,1,2000,11710710.0,서울특별시,송파구,잠실6동,,,E,가정용품 및 가사 서비스,11710647.0,서울특별시,송파구,위례동
1467,201906,2,4,6,1,3,5000,29200.0,광주광역시,광산구,,,,A,식료품 및 비주류음료,11680655.0,서울특별시,강남구,도곡1동
1468,201906,2,3,5,1,80,49000,11620685.0,서울특별시,관악구,신사동,,,A,식료품 및 비주류음료,11380690.0,서울특별시,은평구,진관동
1469,201906,1,2,5,1,1,15000,28245.0,인천광역시,계양구,,,,A,식료품 및 비주류음료,11260680.0,서울특별시,중랑구,신내1동
1470,201908,2,5,5,1,9,13000,11215870.0,서울특별시,광진구,구의제3동,,,A,식료품 및 비주류음료,11410615.0,서울특별시,서대문구,연희동
1471,201905,2,5,4,8,1,162000,11305630.0,서울특별시,강북구,수유3동,,,B,주류 및 담배,11200560.0,서울특별시,성동구,행당제1동
1472,201811,2,5,4,1,1,9000,29140.0,광주광역시,서구,,,,B,주류 및 담배,11290760.0,서울특별시,성북구,장위제1동
1473,201905,1,6,4,1,1,6000,11545610.0,서울특별시,금천구,독산제1동,,,A,식료품 및 비주류음료,11680650.0,서울특별시,강남구,역삼2동
1474,201809,2,3,5,1,5,35000,30200.0,대전광역시,유성구,,,,E,가정용품 및 가사 서비스,11500510.0,서울특별시,강서구,염창동
1475,201809,1,4,6,7,3,24000,11260590.0,서울특별시,중랑구,상봉제2동,,,B,주류 및 담배,11740590.0,서울특별시,강동구,암사제3동
1476,201909,2,5,4,5,14,250000,11230560.0,서울특별시,동대문구,전농제1동,,,E,가정용품 및 가사 서비스,11545630.0,서울특별시,금천구,독산제3동
1477,201901,2,6,6,3,1,3000,36110.0,세종특별자치시,,,,,E,가정용품 및 가사 서비스,11320522.0,서울특별시,도봉구,도봉제2동
1478,201907,1,3,4,1,1249,4000,11560610.0,서울특별시,영등포구,양평제1동,,,B,주류 및 담배,11680630.0,서울특별시,강남구,대치4동
1479,201810,2,4,5,11,1,238000,11350625.0,서울특별시,노원구,중계2.3동,,,E,가정용품 및 가사 서비스,11305600.0,서울특별시,강북구,번2동
1480,201907,2,4,5,1,10,32000,11350695.0,서울특별시,노원구,상계6.7동,,,A,식료품 및 비주류음료,11305555.0,서울특별시,강북구,송천동
1481,201908,2,3,1,1,1,9000,11710710.0,서울특별시,송파구,잠실6동,,,E,가정용품 및 가사 서비스,11230710.0,서울특별시,동대문구,회기동
1482,201904,1,4,5,4,2,1000,11530530.0,서울특별시,구로구,구로제2동,,,A,식료품 및 비주류음료,11140650.0,서울특별시,중구,신당제5동
1483,201802,1,2,5,31,2,5000,11620655.0,서울특별시,관악구,신원동,,,A,식료품 및 비주류음료,11110550.0,서울특별시,종로구,부암동
1484,201810,2,5,5,5,105,183000,11500615.0,서울특별시,강서구,우장산동,,,I,오락 및 문화,11620775.0,서울특별시,관악구,난곡동
1485,201808,2,3,4,1,11,200000,11710632.0,서울특별시,송파구,가락2동,,,E,가정용품 및 가사 서비스,11440690.0,서울특별시,마포구,망원제1동
1486,201901,2,3,5,146,1,326000,11170650.0,서울특별시,용산구,이태원제1동,,,A,식료품 및 비주류음료,11620745.0,서울특별시,관악구,삼성동
1487,201905,1,5,4,7,1,12000,11200670.0,서울특별시,성동구,성수2가제1동,,,B,주류 및 담배,11170700.0,서울특별시,용산구,보광동
1488,201809,2,4,5,2,2,5078000,41250.0,경기도,동두천시,,,,A,식료품 및 비주류음료,11620585.0,서울특별시,관악구,낙성대동
1489,201801,2,4,2,1,21,294000,11680610.0,서울특별시,강남구,대치2동,,,C,의류 및 신발,11590650.0,서울특별시,동작구,사당제4동
1490,201902,2,4,6,7,1756,2000,41150.0,경기도,의정부시,,,,C,의류 및 신발,11680700.0,서울특별시,강남구,세곡동
1491,201810,1,4,3,19,7,16000,11140550.0,서울특별시,중구,명동,,,I,오락 및 문화,11230570.0,서울특별시,동대문구,전농제2동
1492,201908,1,4,6,1,1,50000,11680650.0,서울특별시,강남구,역삼2동,,,E,가정용품 및 가사 서비스,11500540.0,서울특별시,강서구,화곡제1동
1493,201910,2,2,4,1,4,7000,11230570.0,서울특별시,동대문구,전농제2동,,,J,교육,11500560.0,서울특별시,강서구,화곡제3동
1494,201812,2,6,4,6,7,87000,11545610.0,서울특별시,금천구,독산제1동,,,J,교육,11290525.0,서울특별시,성북구,성북동
1495,201804,2,1,1,1,3,30000,11230730.0,서울특별시,동대문구,휘경제2동,,,A,식료품 및 비주류음료,11590660.0,서울특별시,동작구,대방동
1496,201805,2,4,6,4,39,9000,11470650.0,서울특별시,양천구,신정4동,,,L,기타 상품 및 서비스,11545700.0,서울특별시,금천구,시흥제4동
1497,201803,2,5,6,4,1,8000,11260630.0,서울특별시,중랑구,묵제2동,,,A,식료품 및 비주류음료,11350640.0,서울특별시,노원구,상계2동
1498,201808,2,4,4,1,2,151000,41390.0,경기도,시흥시,,,,A,식료품 및 비주류음료,11740515.0,서울특별시,강동구,강일동
1499,201809,2,4,6,2,5,2000,11350621.0,서울특별시,노원구,중계1동,,,E,가정용품 및 가사 서비스,11320514.0,서울특별시,도봉구,창제4동
1504,201901,1,6,6,2,1,1000,11140540.0,서울특별시,중구,회현동,,,A,식료품 및 비주류음료,11500620.0,서울특별시,강서구,공항동
1505,201905,2,5,6,1,6,24000,11710580.0,서울특별시,송파구,송파1동,,,A,식료품 및 비주류음료,11680590.0,서울특별시,강남구,삼성2동
1508,201911,2,6,3,3,1,73000,11500570.0,서울특별시,강서구,화곡제4동,,,A,식료품 및 비주류음료,11740560.0,서울특별시,강동구,고덕제2동
1509,201810,2,3,4,3,2,49000,11200550.0,서울특별시,성동구,사근동,,,A,식료품 및 비주류음료,11410620.0,서울특별시,서대문구,홍제제1동
1510,201909,2,3,6,5,15,14000,11710680.0,서울특별시,송파구,잠실3동,,,E,가정용품 및 가사 서비스,11440555.0,서울특별시,마포구,아현동
1511,201802,2,4,3,40,3,90000,11680656.0,서울특별시,강남구,도곡2동,,,A,식료품 및 비주류음료,11590530.0,서울특별시,동작구,상도제1동
1515,201809,2,6,5,8,1,7000,11650570.0,서울특별시,서초구,반포2동,,,A,식료품 및 비주류음료,11170555.0,서울특별시,용산구,청파동
1516,201904,2,7,4,2,1,12000,11230560.0,서울특별시,동대문구,전농제1동,,,A,식료품 및 비주류음료,11215760.0,서울특별시,광진구,중곡제3동
1517,201804,2,4,5,2,25,4000,11140540.0,서울특별시,중구,회현동,,,A,식료품 및 비주류음료,11500550.0,서울특별시,강서구,화곡제2동
1518,201910,2,4,3,1,3,136000,11710710.0,서울특별시,송파구,잠실6동,,,B,주류 및 담배,11440590.0,서울특별시,마포구,용강동
1521,201810,1,3,2,2,1,18000,11680656.0,서울특별시,강남구,도곡2동,,,I,오락 및 문화,11320512.0,서울특별시,도봉구,창제2동
1522,201801,2,4,2,1,5,8000,11410620.0,서울특별시,서대문구,홍제제1동,,,A,식료품 및 비주류음료,11500640.0,서울특별시,강서구,방화제2동
1523,201811,2,3,3,1,2,6000,11230660.0,서울특별시,동대문구,장안제2동,,,A,식료품 및 비주류음료,11710520.0,서울특별시,송파구,풍납2동
1524,201901,2,3,3,4,4,19000,11710710.0,서울특별시,송파구,잠실6동,,,L,기타 상품 및 서비스,11740700.0,서울특별시,강동구,둔촌제2동
1525,201808,2,3,6,1,52,5000,11140540.0,서울특별시,중구,회현동,,,E,가정용품 및 가사 서비스,11290630.0,서울특별시,성북구,정릉제2동
1527,201802,1,2,4,2,1,16000,11320690.0,서울특별시,도봉구,방학제1동,,,B,주류 및 담배,11680655.0,서울특별시,강남구,도곡1동
1528,201804,2,5,3,96,1,5000,11200570.0,서울특별시,성동구,행당제2동,,,A,식료품 및 비주류음료,11680545.0,서울특별시,강남구,압구정동
1529,201801,2,3,5,2,1,1000,11650530.0,서울특별시,서초구,서초3동,,,L,기타 상품 및 서비스,11620625.0,서울특별시,관악구,인헌동
1530,201805,1,4,4,1,1,32000,11440690.0,서울특별시,마포구,망원제1동,,,E,가정용품 및 가사 서비스,11110560.0,서울특별시,종로구,평창동
1533,201808,2,5,4,11,3,14000,11380690.0,서울특별시,은평구,진관동,,,A,식료품 및 비주류음료,11710641.0,서울특별시,송파구,문정1동
1534,201807,1,7,5,2,1,3000,11170555.0,서울특별시,용산구,청파동,,,L,기타 상품 및 서비스,11305534.0,서울특별시,강북구,삼양동
1535,201805,2,2,4,1,1,63000,11230560.0,서울특별시,동대문구,전농제1동,,,A,식료품 및 비주류음료,11710520.0,서울특별시,송파구,풍납2동
1537,201904,1,5,3,1,6,5000,11710680.0,서울특별시,송파구,잠실3동,,,I,오락 및 문화,11530540.0,서울특별시,구로구,구로제3동
1538,201903,1,4,4,1,4,29000,11350621.0,서울특별시,노원구,중계1동,,,L,기타 상품 및 서비스,11305660.0,서울특별시,강북구,인수동
1539,201806,1,2,5,1,4,1000,11530780.0,서울특별시,구로구,오류제2동,,,A,식료품 및 비주류음료,11110640.0,서울특별시,종로구,이화동
1542,201809,1,3,3,1,9,18000,11170625.0,서울특별시,용산구,한강로동,,,I,오락 및 문화,11230750.0,서울특별시,동대문구,이문제2동
1543,201911,1,3,6,20,3,103000,11380530.0,서울특별시,은평구,불광제2동,,,I,오락 및 문화,11410585.0,서울특별시,서대문구,신촌동
1544,201806,2,6,5,11,1,5000,11710642.0,서울특별시,송파구,문정2동,,,B,주류 및 담배,11170510.0,서울특별시,용산구,후암동
1545,201803,2,2,3,1,9,18000,11305534.0,서울특별시,강북구,삼양동,,,J,교육,11680565.0,서울특별시,강남구,청담동
1546,201902,1,4,2,22,2,5000,11140550.0,서울특별시,중구,명동,,,A,식료품 및 비주류음료,11740520.0,서울특별시,강동구,상일동
1547,201805,2,5,5,5,8,12000,11170650.0,서울특별시,용산구,이태원제1동,,,C,의류 및 신발,11200540.0,서울특별시,성동구,마장동
1548,201805,2,4,5,17,2,9000,11710710.0,서울특별시,송파구,잠실6동,,,E,가정용품 및 가사 서비스,11230730.0,서울특별시,동대문구,휘경제2동
1549,201906,2,3,6,2,1,25000,11710642.0,서울특별시,송파구,문정2동,,,F,보건,11650621.0,서울특별시,서초구,방배4동
1550,201905,1,3,5,2,2,1000,11110615.0,서울특별시,종로구,종로1.2.3.4가동,,,E,가정용품 및 가사 서비스,11440740.0,서울특별시,마포구,상암동
1551,201901,2,5,5,6,1,110000,11215847.0,서울특별시,광진구,자양제4동,,,B,주류 및 담배,11620775.0,서울특별시,관악구,난곡동
1553,201905,2,4,3,3,6,9000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11305660.0,서울특별시,강북구,인수동
1554,201811,2,2,5,3,1,59000,11215840.0,서울특별시,광진구,자양제3동,,,A,식료품 및 비주류음료,11560535.0,서울특별시,영등포구,영등포동
1557,201806,2,2,3,1,1,133000,11650540.0,서울특별시,서초구,잠원동,,,E,가정용품 및 가사 서비스,11680750.0,서울특별시,강남구,수서동
1558,201802,2,2,4,2,1,9000,11230560.0,서울특별시,동대문구,전농제1동,,,L,기타 상품 및 서비스,11560605.0,서울특별시,영등포구,문래동
1561,201912,1,5,3,2,63,10000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11680580.0,서울특별시,강남구,삼성1동
1562,201903,2,6,3,2,1,36000,11560610.0,서울특별시,영등포구,양평제1동,,,A,식료품 및 비주류음료,11500540.0,서울특별시,강서구,화곡제1동
1564,201901,1,5,5,2,1,3000,11215860.0,서울특별시,광진구,구의제2동,,,B,주류 및 담배,11650530.0,서울특별시,서초구,서초3동
1565,201903,1,6,5,7,17,19000,11710642.0,서울특별시,송파구,문정2동,,,L,기타 상품 및 서비스,11140650.0,서울특별시,중구,신당제5동
1567,201802,2,5,5,3,2,49000,11560610.0,서울특별시,영등포구,양평제1동,,,B,주류 및 담배,11260575.0,서울특별시,중랑구,면목제3.8동
1568,201907,1,5,1,2,4,1000,11350621.0,서울특별시,노원구,중계1동,,,E,가정용품 및 가사 서비스,11710632.0,서울특별시,송파구,가락2동
1569,201803,2,3,6,1,10,49000,11650531.0,서울특별시,서초구,서초4동,,,B,주류 및 담배,11305590.0,서울특별시,강북구,번1동
1572,201909,2,1,4,10,12,6000,11380530.0,서울특별시,은평구,불광제2동,,,A,식료품 및 비주류음료,11650581.0,서울특별시,서초구,반포4동
1573,201807,1,3,3,5,12,15000,11110530.0,서울특별시,종로구,사직동,,,B,주류 및 담배,11230570.0,서울특별시,동대문구,전농제2동
1574,201806,2,5,2,1,3,38000,11500640.0,서울특별시,강서구,방화제2동,,,E,가정용품 및 가사 서비스,11560605.0,서울특별시,영등포구,문래동
1575,201907,1,7,5,276,79,2000,11140540.0,서울특별시,중구,회현동,,,B,주류 및 담배,11650652.0,서울특별시,서초구,양재2동
1576,201805,1,2,6,17,110,4000,11560720.0,서울특별시,영등포구,대림제3동,,,C,의류 및 신발,11680690.0,서울특별시,강남구,개포4동
1578,201803,2,3,5,2,2,48000,11710642.0,서울특별시,송파구,문정2동,,,L,기타 상품 및 서비스,11380520.0,서울특별시,은평구,불광제1동
1580,201810,2,3,2,1,28,5000,11440630.0,서울특별시,마포구,신수동,,,A,식료품 및 비주류음료,11620715.0,서울특별시,관악구,난향동
1581,201903,2,5,5,1,20,12000,11215870.0,서울특별시,광진구,구의제3동,,,A,식료품 및 비주류음료,11680630.0,서울특별시,강남구,대치4동
1584,201809,1,5,3,1,1,103000,11680580.0,서울특별시,강남구,삼성1동,,,E,가정용품 및 가사 서비스,11290580.0,서울특별시,성북구,돈암제1동
1585,201804,2,5,3,1,10,3000,11350621.0,서울특별시,노원구,중계1동,,,A,식료품 및 비주류음료,11215740.0,서울특별시,광진구,중곡제1동
1586,201810,2,2,5,1,5,6000,11560535.0,서울특별시,영등포구,영등포동,,,B,주류 및 담배,11200670.0,서울특별시,성동구,성수2가제1동
1587,201811,2,3,5,1,2,24000,11680580.0,서울특별시,강남구,삼성1동,,,A,식료품 및 비주류음료,11500510.0,서울특별시,강서구,염창동
1591,201912,2,5,5,1,4,46000,11350612.0,서울특별시,노원구,하계2동,,,E,가정용품 및 가사 서비스,11620595.0,서울특별시,관악구,청룡동
1592,201910,1,4,4,1,1,7000,11320515.0,서울특별시,도봉구,창제5동,,,L,기타 상품 및 서비스,11560560.0,서울특별시,영등포구,당산제2동
1594,201902,1,4,4,1,22,110000,11740550.0,서울특별시,강동구,고덕제1동,,,A,식료품 및 비주류음료,11590510.0,서울특별시,동작구,노량진제1동
1595,201805,2,3,4,1,2,1000,11560610.0,서울특별시,영등포구,양평제1동,,,A,식료품 및 비주류음료,11230570.0,서울특별시,동대문구,전농제2동
1597,201806,2,3,6,7,2,5000,11290725.0,서울특별시,성북구,월곡제2동,,,A,식료품 및 비주류음료,11650520.0,서울특별시,서초구,서초2동
1598,201807,1,3,4,7,8,4000,11500640.0,서울특별시,강서구,방화제2동,,,A,식료품 및 비주류음료,11650531.0,서울특별시,서초구,서초4동
1599,201811,2,3,5,2,2,117000,11710600.0,서울특별시,송파구,석촌동,,,A,식료품 및 비주류음료,11200645.0,서울특별시,성동구,옥수동
1600,201910,1,2,4,1,1231,125000,11530530.0,서울특별시,구로구,구로제2동,,,B,주류 및 담배,11530790.0,서울특별시,구로구,수궁동
1601,201904,2,5,5,4,1,3000,11680640.0,서울특별시,강남구,역삼1동,,,E,가정용품 및 가사 서비스,11440730.0,서울특별시,마포구,성산제2동
1602,201901,2,2,5,1,117,20000,11350640.0,서울특별시,노원구,상계2동,,,B,주류 및 담배,11560560.0,서울특별시,영등포구,당산제2동
1607,201903,2,4,5,5,1,3000,11410620.0,서울특별시,서대문구,홍제제1동,,,B,주류 및 담배,11260655.0,서울특별시,중랑구,망우본동
1608,201802,2,5,6,3,2,8000,11710680.0,서울특별시,송파구,잠실3동,,,A,식료품 및 비주류음료,11260610.0,서울특별시,중랑구,중화제2동
1610,201806,1,5,4,2,4,927000,11200570.0,서울특별시,성동구,행당제2동,,,A,식료품 및 비주류음료,11710670.0,서울특별시,송파구,잠실2동
1611,201807,1,5,5,1,1,3000,11650651.0,서울특별시,서초구,양재1동,,,L,기타 상품 및 서비스,11500630.0,서울특별시,강서구,방화제1동
1612,201906,2,4,5,9,2,5000,11710620.0,서울특별시,송파구,가락본동,,,A,식료품 및 비주류음료,11110560.0,서울특별시,종로구,평창동
1613,201904,2,5,2,10,9,93000,11350695.0,서울특별시,노원구,상계6.7동,,,A,식료품 및 비주류음료,11440690.0,서울특별시,마포구,망원제1동
1614,201802,1,3,4,2,1,4000,11500620.0,서울특별시,강서구,공항동,,,E,가정용품 및 가사 서비스,11350560.0,서울특별시,노원구,월계1동
1615,201906,2,3,4,6,5,5000,11410660.0,서울특별시,서대문구,홍은제1동,,,I,오락 및 문화,11440740.0,서울특별시,마포구,상암동
1616,201907,1,3,3,3,1,42000,11545610.0,서울특별시,금천구,독산제1동,,,B,주류 및 담배,11350570.0,서울특별시,노원구,월계2동
1617,201912,1,5,5,65,1,10000,11410585.0,서울특별시,서대문구,신촌동,,,A,식료품 및 비주류음료,11260630.0,서울특별시,중랑구,묵제2동
1618,201908,2,2,5,1,7,9000,11680656.0,서울특별시,강남구,도곡2동,,,A,식료품 및 비주류음료,11680610.0,서울특별시,강남구,대치2동
1620,201907,2,4,1,1,22,60000,11650652.0,서울특별시,서초구,양재2동,,,E,가정용품 및 가사 서비스,11740530.0,서울특별시,강동구,명일제1동
1621,201801,2,5,2,6,2,8000,11710710.0,서울특별시,송파구,잠실6동,,,L,기타 상품 및 서비스,11215810.0,서울특별시,광진구,광장동
1622,201809,2,4,3,1,2,6000,11710620.0,서울특별시,송파구,가락본동,,,A,식료품 및 비주류음료,11710510.0,서울특별시,송파구,풍납1동
1623,201809,1,7,5,1,7,55000,11680640.0,서울특별시,강남구,역삼1동,,,L,기타 상품 및 서비스,11290715.0,서울특별시,성북구,월곡제1동
1624,201804,1,4,4,3,3,31000,11680720.0,서울특별시,강남구,일원본동,,,B,주류 및 담배,11470680.0,서울특별시,양천구,신정7동
1625,201910,2,7,5,101,1,16000,11680640.0,서울특별시,강남구,역삼1동,,,A,식료품 및 비주류음료,11290555.0,서울특별시,성북구,삼선동
1626,201906,2,4,2,30,4,129000,11200570.0,서울특별시,성동구,행당제2동,,,E,가정용품 및 가사 서비스,11545510.0,서울특별시,금천구,가산동
1627,201906,2,3,3,1,6,5000,11710580.0,서울특별시,송파구,송파1동,,,B,주류 및 담배,11380530.0,서울특별시,은평구,불광제2동
1628,201803,1,4,6,8,3,1625000,11170560.0,서울특별시,용산구,원효로제1동,,,E,가정용품 및 가사 서비스,11305606.0,서울특별시,강북구,번3동
1629,201807,2,6,4,4,2,3000,11470640.0,서울특별시,양천구,신정3동,,,A,식료품 및 비주류음료,11350595.0,서울특별시,노원구,공릉1동
1631,201904,2,3,5,24,4,13000,11470540.0,서울특별시,양천구,목4동,,,A,식료품 및 비주류음료,11410520.0,서울특별시,서대문구,천연동
1632,201903,2,4,5,4,11,3000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11710610.0,서울특별시,송파구,삼전동
1633,201909,2,5,5,1,2,16000,11170685.0,서울특별시,용산구,한남동,,,A,식료품 및 비주류음료,11200580.0,서울특별시,성동구,응봉동
1634,201910,1,6,5,1,1,15000,11380690.0,서울특별시,은평구,진관동,,,A,식료품 및 비주류음료,11740610.0,서울특별시,강동구,천호제2동
1635,201803,2,4,5,1,5,14000,11215847.0,서울특별시,광진구,자양제4동,,,E,가정용품 및 가사 서비스,11350625.0,서울특별시,노원구,중계2.3동
1636,201801,2,5,6,4,4,10000,11440590.0,서울특별시,마포구,용강동,,,A,식료품 및 비주류음료,11740685.0,서울특별시,강동구,길동
1637,201802,2,5,2,34,1,3000,11710532.0,서울특별시,송파구,거여2동,,,I,오락 및 문화,11230610.0,서울특별시,동대문구,답십리제2동
1638,201908,2,5,4,1,2,9000,11680640.0,서울특별시,강남구,역삼1동,,,C,의류 및 신발,11470550.0,서울특별시,양천구,목5동
1640,201911,2,3,6,1,1,57000,11710710.0,서울특별시,송파구,잠실6동,,,L,기타 상품 및 서비스,11545690.0,서울특별시,금천구,시흥제3동
1641,201909,1,2,6,1,1,33000,11140540.0,서울특별시,중구,회현동,,,L,기타 상품 및 서비스,11545680.0,서울특별시,금천구,시흥제2동
1642,201809,1,5,5,1,3,3000,11500620.0,서울특별시,강서구,공항동,,,E,가정용품 및 가사 서비스,11470610.0,서울특별시,양천구,신월6동
1643,201801,2,3,4,1,5,3000,11710680.0,서울특별시,송파구,잠실3동,,,A,식료품 및 비주류음료,11230610.0,서울특별시,동대문구,답십리제2동
1644,201909,2,3,4,2,1,14000,11410660.0,서울특별시,서대문구,홍은제1동,,,J,교육,11530720.0,서울특별시,구로구,고척제1동
1647,201812,2,2,5,9,1,392000,11560535.0,서울특별시,영등포구,영등포동,,,E,가정용품 및 가사 서비스,11560720.0,서울특별시,영등포구,대림제3동
1648,201909,2,4,5,1,2,91000,11230560.0,서울특별시,동대문구,전농제1동,,,I,오락 및 문화,11290760.0,서울특별시,성북구,장위제1동
1649,201908,2,6,3,1,2,39000,11350695.0,서울특별시,노원구,상계6.7동,,,E,가정용품 및 가사 서비스,11230610.0,서울특별시,동대문구,답십리제2동
1650,201901,2,3,3,1,16,12000,11320670.0,서울특별시,도봉구,쌍문제2동,,,C,의류 및 신발,11710561.0,서울특별시,송파구,방이1동
1651,201804,2,3,5,1,5,9000,11305575.0,서울특별시,강북구,삼각산동,,,E,가정용품 및 가사 서비스,11200620.0,서울특별시,성동구,금호4가동
1652,201801,1,2,4,1,3,3333000,11215870.0,서울특별시,광진구,구의제3동,,,A,식료품 및 비주류음료,11350600.0,서울특별시,노원구,공릉2동
1653,201912,1,2,6,8,6,13000,11440555.0,서울특별시,마포구,아현동,,,A,식료품 및 비주류음료,11590540.0,서울특별시,동작구,상도제2동
1654,201812,1,3,5,1,1,12000,11500620.0,서울특별시,강서구,공항동,,,E,가정용품 및 가사 서비스,11470550.0,서울특별시,양천구,목5동
1655,201801,1,5,4,3,8,4000,11230610.0,서울특별시,동대문구,답십리제2동,,,A,식료품 및 비주류음료,11650570.0,서울특별시,서초구,반포2동
1658,201804,2,6,5,1,1,87000,11140540.0,서울특별시,중구,회현동,,,J,교육,11590530.0,서울특별시,동작구,상도제1동
1659,201804,1,4,4,1,7,15000,11410685.0,서울특별시,서대문구,홍은제2동,,,A,식료품 및 비주류음료,11710690.0,서울특별시,송파구,잠실4동
1660,201911,2,3,4,2,94,6000,11560610.0,서울특별시,영등포구,양평제1동,,,A,식료품 및 비주류음료,11710632.0,서울특별시,송파구,가락2동
1661,201909,2,5,3,1,1,3000,11230570.0,서울특별시,동대문구,전농제2동,,,A,식료품 및 비주류음료,11530780.0,서울특별시,구로구,오류제2동
1662,201910,1,2,5,5,12,3000,11200690.0,서울특별시,성동구,성수2가제3동,,,B,주류 및 담배,11170685.0,서울특별시,용산구,한남동
1663,201809,2,2,4,1,1,18000,11440585.0,서울특별시,마포구,도화동,,,A,식료품 및 비주류음료,11650520.0,서울특별시,서초구,서초2동
1664,201807,1,2,5,4,2,16000,11140520.0,서울특별시,중구,소공동,,,J,교육,11215820.0,서울특별시,광진구,자양제1동
1665,201804,1,3,6,1,4,67000,11680510.0,서울특별시,강남구,신사동,,,B,주류 및 담배,11230710.0,서울특별시,동대문구,회기동
1667,201901,1,5,3,2,7,7000,11140540.0,서울특별시,중구,회현동,,,B,주류 및 담배,11290810.0,서울특별시,성북구,석관동
1668,201906,2,2,3,6,7,5000,11350621.0,서울특별시,노원구,중계1동,,,B,주류 및 담배,11740570.0,서울특별시,강동구,암사제1동
1669,201910,2,3,6,1,1,126000,11500510.0,서울특별시,강서구,염창동,,,A,식료품 및 비주류음료,11740590.0,서울특별시,강동구,암사제3동
1670,201910,1,6,3,37,1,35000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11740530.0,서울특별시,강동구,명일제1동
1671,201905,1,3,4,4,1,2000,11140540.0,서울특별시,중구,회현동,,,L,기타 상품 및 서비스,11710620.0,서울특별시,송파구,가락본동
1675,201804,2,5,5,5,1,109000,11380530.0,서울특별시,은평구,불광제2동,,,A,식료품 및 비주류음료,11710580.0,서울특별시,송파구,송파1동
1676,201902,2,3,4,3,4,1000,11110560.0,서울특별시,종로구,평창동,,,L,기타 상품 및 서비스,11545510.0,서울특별시,금천구,가산동
1678,201803,2,2,3,8,1,18000,11710710.0,서울특별시,송파구,잠실6동,,,L,기타 상품 및 서비스,11710510.0,서울특별시,송파구,풍납1동
1679,201905,2,5,4,1,47,10000,11710570.0,서울특별시,송파구,오금동,,,A,식료품 및 비주류음료,11350619.0,서울특별시,노원구,중계본동
1681,201807,2,2,6,5,10,20000,11290620.0,서울특별시,성북구,정릉제1동,,,C,의류 및 신발,11320710.0,서울특별시,도봉구,방학제3동
1682,201811,1,5,3,1,1,239000,11470550.0,서울특별시,양천구,목5동,,,B,주류 및 담배,11380570.0,서울특별시,은평구,대조동
1683,201804,2,2,5,4,15,7000,11530530.0,서울특별시,구로구,구로제2동,,,A,식료품 및 비주류음료,11260520.0,서울특별시,중랑구,면목제2동
1685,201810,1,3,6,3,1,2000,11710642.0,서울특별시,송파구,문정2동,,,A,식료품 및 비주류음료,11290620.0,서울특별시,성북구,정릉제1동
1686,201911,1,2,3,1,4,18000,11560560.0,서울특별시,영등포구,당산제2동,,,L,기타 상품 및 서비스,11530750.0,서울특별시,구로구,개봉제2동
1687,201905,2,4,6,1,2,6000,11710642.0,서울특별시,송파구,문정2동,,,A,식료품 및 비주류음료,11530720.0,서울특별시,구로구,고척제1동
1688,201804,2,2,2,25,2,11000,11530540.0,서울특별시,구로구,구로제3동,,,F,보건,11710631.0,서울특별시,송파구,가락1동
